tipo_propiedad,localidad,provincia,sup_total,sup_cubierta,precio_m2,ambientes,ratio_sup,amenities,cochera
apartment,Nuñez,Capital Federal,83.0,79.0,3481.012658227848,2.0,1.0506329113924051,1,0
apartment,Palermo,Capital Federal,145.0,135.0,3251.8518518518517,3.0,1.0740740740740742,0,0
apartment,Palermo,Capital Federal,145.0,135.0,3251.8518518518517,3.0,1.0740740740740742,0,0
apartment,Barrio Norte,Capital Federal,145.0,135.0,3251.8518518518517,3.0,1.0740740740740742,0,0
apartment,Barrio Norte,Capital Federal,145.0,135.0,3251.8518518518517,3.0,1.0740740740740742,0,0
apartment,Barrio Norte,Capital Federal,145.0,135.0,3251.8518518518517,3.0,1.0740740740740742,0,0
apartment,Once,Capital Federal,71.0,57.0,1649.122807017544,2.0,1.2456140350877194,0,0
apartment,Las Cañitas,Capital Federal,82.0,82.0,2682.9268292682927,2.0,1.0,0,0
house,Boedo,Capital Federal,47.0,36.0,2027.7777777777778,1.0,1.3873987004832735,0,0
house,Caballito,Capital Federal,110.0,67.0,1194.0298507462687,2.0,1.3193914812366905,0,0
apartment,Liniers,Capital Federal,58.0,54.0,1703.7037037037037,2.0,1.0740740740740742,0,0
apartment,Belgrano,Capital Federal,100.0,89.0,2134.8314606741574,2.0,1.1235955056179776,0,0
house,Caballito,Capital Federal,220.0,130.0,1153.8461538461538,3.0,1.3193914812366905,0,0
apartment,Almagro,Capital Federal,33.0,33.0,2060.6060606060605,1.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,45.0,41.0,3170.731707317073,1.0,1.0975609756097562,0,0
apartment,Boca,Capital Federal,59.0,56.0,1517.857142857143,2.0,1.0535714285714286,0,0
apartment,Villa Urquiza,Capital Federal,45.0,41.0,3951.2195121951218,1.0,1.0975609756097562,0,0
apartment,Tribunales,Capital Federal,40.0,36.0,2361.1111111111113,1.0,1.1111111111111112,0,0
apartment,Belgrano,Capital Federal,152.0,140.0,3928.5714285714284,3.0,1.0857142857142856,0,0
apartment,Belgrano,Capital Federal,60.0,42.0,2973.809523809524,1.0,1.4285714285714286,0,0
apartment,Almagro,Capital Federal,53.0,48.0,2958.3333333333335,2.0,1.1041666666666667,0,0
apartment,Balvanera,Capital Federal,80.0,76.0,1907.8947368421052,3.0,1.0526315789473684,0,0
apartment,Congreso,Capital Federal,64.0,64.0,1843.75,1.0,1.0,0,0
house,Agronomía,Capital Federal,93.0,88.0,1818.1818181818182,3.0,1.4042956157317859,0,0
apartment,Monserrat,Capital Federal,40.0,40.0,2125.0,1.0,1.0,0,0
apartment,Palermo,Capital Federal,85.0,75.0,3266.6666666666665,2.0,1.1333333333333333,0,0
apartment,Recoleta,Capital Federal,100.0,100.0,3000.0,2.0,1.0,0,0
apartment,Paternal,Capital Federal,64.0,58.0,2448.2758620689656,2.0,1.103448275862069,0,0
apartment,Palermo,Capital Federal,78.0,72.0,2152.777777777778,2.0,1.0833333333333333,0,0
apartment,Barrio Norte,Capital Federal,130.0,122.0,2295.0819672131147,4.0,1.0655737704918034,0,0
apartment,Versalles,Capital Federal,50.0,50.0,1580.0,2.0,1.0,0,0
apartment,Almagro,Capital Federal,63.0,60.0,2483.3333333333335,2.0,1.05,0,0
apartment,Villa Pueyrredón,Capital Federal,73.0,53.0,3009.433962264151,1.0,1.3773584905660377,1,0
house,Villa Devoto,Capital Federal,207.0,140.0,2357.1428571428573,2.0,1.306811076566955,0,0
apartment,Coghlan,Capital Federal,223.0,110.0,3527.2727272727275,2.0,2.0272727272727273,0,0
apartment,Belgrano,Capital Federal,40.0,40.0,3625.0,1.0,1.0,0,0
apartment,Almagro,Capital Federal,42.0,42.0,1830.952380952381,1.0,1.0,0,0
apartment,Flores,Capital Federal,52.0,50.0,1960.0,1.0,1.04,0,0
apartment,Recoleta,Capital Federal,87.0,74.0,2810.810810810811,3.0,1.1756756756756757,0,0
apartment,Belgrano,Capital Federal,26.0,26.0,2769.230769230769,1.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,90.0,90.0,3222.222222222222,3.0,1.0,0,0
house,Caballito,Capital Federal,55.0,55.0,2000.0,1.0,1.3193914812366905,0,0
apartment,Barrio Norte,Capital Federal,174.0,74.0,4729.72972972973,2.0,2.3513513513513513,0,0
apartment,Palermo,Capital Federal,174.0,74.0,4729.72972972973,2.0,2.3513513513513513,0,0
apartment,Palermo,Capital Federal,174.0,74.0,4729.72972972973,3.0,2.3513513513513513,0,0
house,Almagro,Capital Federal,55.0,55.0,2000.0,1.0,1.261867671308095,0,0
apartment,Villa Devoto,Capital Federal,89.0,52.0,3634.6153846153848,2.0,1.7115384615384615,0,0
apartment,Barrio Norte,Capital Federal,174.0,74.0,4729.72972972973,3.0,2.3513513513513513,0,0
house,Flores,Capital Federal,60.0,55.0,1672.7272727272727,2.0,1.2503820708059983,0,0
apartment,Las Cañitas,Capital Federal,109.0,109.0,3724.770642201835,4.0,1.0,0,0
apartment,Belgrano,Capital Federal,226.0,150.0,2866.6666666666665,3.0,1.5066666666666666,0,0
apartment,Boca,Capital Federal,69.0,48.0,1770.8333333333333,1.0,1.4375,0,0
apartment,Barrio Norte,Capital Federal,87.0,74.0,2810.810810810811,3.0,1.1756756756756757,0,0
apartment,Recoleta,Capital Federal,32.0,32.0,3343.75,1.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,48.0,40.0,3875.0,1.0,1.2,0,0
apartment,Recoleta,Capital Federal,48.0,40.0,3875.0,1.0,1.2,0,0
apartment,Saavedra,Capital Federal,180.0,118.0,3991.5254237288136,3.0,1.5254237288135593,0,0
apartment,Velez Sarsfield,Capital Federal,32.0,32.0,1875.0,1.0,1.0,0,0
apartment,Almagro,Capital Federal,75.0,70.0,1928.5714285714287,2.0,1.0714285714285714,0,0
apartment,Barrio Norte,Capital Federal,146.0,146.0,3287.671232876712,3.0,1.0,0,0
apartment,Catalinas,Capital Federal,48.0,40.0,2375.0,1.0,1.2,0,0
apartment,Las Cañitas,Capital Federal,177.0,170.0,3352.9411764705883,3.0,1.0411764705882354,0,0
apartment,San Nicolás,Capital Federal,56.0,56.0,1696.4285714285713,1.0,1.0,0,0
apartment,San Nicolás,Capital Federal,56.0,56.0,1696.4285714285713,1.0,1.0,0,0
apartment,San Nicolás,Capital Federal,23.0,23.0,2304.3478260869565,1.0,1.0,0,0
apartment,Capital Federal,Capital Federal,30.0,25.0,2200.0,1.0,1.2,0,0
apartment,Capital Federal,Capital Federal,42.0,42.0,2142.8571428571427,2.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,167.0,164.0,2408.5365853658536,4.0,1.0182926829268293,0,0
apartment,San Nicolás,Capital Federal,100.0,100.0,2350.0,2.0,1.0,0,0
apartment,Versalles,Capital Federal,79.0,76.0,1289.4736842105262,2.0,1.0394736842105263,0,0
apartment,San Nicolás,Capital Federal,79.0,76.0,1289.4736842105262,2.0,1.0394736842105263,0,0
apartment,Liniers,Capital Federal,52.0,52.0,1346.1538461538462,2.0,1.0,0,0
apartment,Floresta,Capital Federal,36.0,36.0,1666.6666666666667,1.0,1.0,0,0
apartment,Palermo,Capital Federal,75.0,70.0,1928.5714285714287,2.0,1.0714285714285714,0,0
apartment,Barrio Norte,Capital Federal,110.0,64.0,3750.0,1.0,1.71875,0,0
apartment,Villa Devoto,Capital Federal,57.0,51.0,2254.901960784314,1.0,1.1176470588235294,0,0
apartment,Palermo,Capital Federal,110.0,64.0,3750.0,1.0,1.71875,0,0
house,Almagro,Capital Federal,59.0,44.0,2136.3636363636365,1.0,1.261867671308095,0,0
apartment,Palermo,Capital Federal,46.0,43.0,2279.0697674418607,1.0,1.069767441860465,0,0
apartment,Palermo,Capital Federal,48.0,40.0,3875.0,1.0,1.2,0,0
house,Balvanera,Capital Federal,233.0,157.0,1802.5477707006369,4.0,1.2504954829234904,0,0
apartment,Barracas,Capital Federal,123.0,100.0,2100.0,4.0,1.23,0,0
apartment,Recoleta,Capital Federal,38.0,38.0,3921.0526315789475,1.0,1.0,0,0
apartment,Las Cañitas,Capital Federal,160.0,160.0,2812.5,3.0,1.0,0,0
apartment,Retiro,Capital Federal,48.0,40.0,2450.0,1.0,1.2,0,0
apartment,Palermo,Capital Federal,230.0,140.0,4892.857142857143,3.0,1.6428571428571428,0,0
apartment,Barrio Norte,Capital Federal,204.0,190.0,3105.2631578947367,3.0,1.0736842105263158,0,0
apartment,Flores,Capital Federal,85.0,75.0,2266.6666666666665,3.0,1.1333333333333333,0,0
apartment,San Telmo,Capital Federal,38.0,38.0,1894.7368421052631,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,47.0,44.0,2159.090909090909,2.0,1.0681818181818181,0,0
apartment,Belgrano,Capital Federal,93.0,93.0,2897.8494623655915,3.0,1.0,0,0
house,Recoleta,Capital Federal,36.0,33.0,3181.818181818182,1.0,1.049910873440285,0,0
house,Belgrano,Capital Federal,220.0,202.0,1977.7227722772277,4.0,1.2372320297265615,0,0
apartment,Barracas,Capital Federal,180.0,165.0,2000.0,3.0,1.0909090909090908,0,0
apartment,Recoleta,Capital Federal,115.0,115.0,2130.4347826086955,4.0,1.0,0,0
apartment,San Cristobal,Capital Federal,34.0,31.0,2570.967741935484,1.0,1.096774193548387,0,0
apartment,Parque Chacabuco,Capital Federal,72.0,65.0,2769.230769230769,2.0,1.1076923076923078,0,0
apartment,Caballito,Capital Federal,40.0,40.0,2400.0,1.0,1.0,0,0
apartment,Almagro,Capital Federal,52.0,52.0,2096.153846153846,2.0,1.0,0,0
house,Almagro,Capital Federal,52.0,52.0,2096.153846153846,2.0,1.261867671308095,0,0
house,San Telmo,Capital Federal,45.0,45.0,1733.3333333333333,1.0,1.1293710852869199,0,0
apartment,Las Cañitas,Capital Federal,36.0,36.0,2361.1111111111113,1.0,1.0,0,0
house,Caballito,Capital Federal,48.0,48.0,2000.0,1.0,1.3193914812366905,0,0
house,Caballito,Capital Federal,48.0,48.0,2000.0,1.0,1.3193914812366905,0,0
apartment,Villa Urquiza,Capital Federal,35.0,35.0,2228.5714285714284,1.0,1.0,0,0
apartment,Coghlan,Capital Federal,54.0,49.0,2244.8979591836733,1.0,1.1020408163265305,0,0
apartment,Palermo,Capital Federal,230.0,200.0,3645.0,4.0,1.15,0,0
apartment,Las Cañitas,Capital Federal,230.0,200.0,3645.0,4.0,1.15,0,0
apartment,Palermo,Capital Federal,230.0,200.0,3645.0,4.0,1.15,0,0
apartment,Belgrano,Capital Federal,230.0,200.0,3645.0,4.0,1.15,0,0
apartment,Villa Urquiza,Capital Federal,40.0,36.0,2472.222222222222,1.0,1.1111111111111112,0,0
apartment,Palermo,Capital Federal,60.0,56.0,2767.8571428571427,1.0,1.0714285714285714,0,0
apartment,Balvanera,Capital Federal,40.0,40.0,2000.0,1.0,1.0,0,0
apartment,Las Cañitas,Capital Federal,124.0,118.0,2245.762711864407,3.0,1.0508474576271187,0,0
apartment,Boca,Capital Federal,56.0,56.0,1642.857142857143,2.0,1.0,0,0
house,Almagro,Capital Federal,320.0,228.0,1307.017543859649,6.0,1.261867671308095,0,0
apartment,Parque Avellaneda,Capital Federal,48.0,48.0,1460.0,2.0,1.0,0,0
apartment,Recoleta,Capital Federal,35.0,35.0,3060.0,2.0,1.0,0,0
house,Belgrano,Capital Federal,433.0,246.0,2580.0,5.0,1.2372320297265615,0,0
apartment,Belgrano,Capital Federal,132.0,122.0,1960.0,3.0,1.0819672131147542,0,0
apartment,Palermo,Capital Federal,36.0,32.0,4060.0,1.0,1.125,0,0
apartment,Belgrano,Capital Federal,200.0,200.0,6000.0,5.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,191.0,191.0,5760.0,3.0,1.0,0,0
apartment,Recoleta,Capital Federal,41.0,37.0,4810.0,1.0,1.1081081081081081,0,0
apartment,Recoleta,Capital Federal,120.0,110.0,4590.0,3.0,1.0909090909090908,0,0
apartment,Recoleta,Capital Federal,92.0,90.0,2610.0,3.0,1.0222222222222221,0,0
apartment,Palermo,Capital Federal,92.0,87.0,4140.0,4.0,1.0574712643678161,0,0
apartment,San Cristobal,Capital Federal,72.0,31.0,2740.0,1.0,2.3225806451612905,0,0
apartment,Puerto Madero,Capital Federal,38.0,38.0,5920.0,1.0,1.0,0,0
PH,Almagro,Capital Federal,90.0,65.0,3540.0,3.0,1.3228168131311444,0,0
apartment,Balvanera,Capital Federal,175.0,153.0,950.0,4.0,1.1437908496732025,0,0
apartment,Recoleta,Capital Federal,193.0,188.0,2610.0,3.0,1.0265957446808511,0,0
apartment,Flores,Capital Federal,85.0,72.0,1530.0,3.0,1.1805555555555556,0,0
apartment,Palermo Soho,Capital Federal,38.0,38.0,2500.0,1.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,36.0,36.0,3690.0,1.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,104.0,104.0,3310.0,4.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,83.0,83.0,2730.0,3.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,83.0,83.0,2850.0,3.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,83.0,83.0,3020.0,3.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,32.0,32.0,3110.0,1.0,1.0,0,0
apartment,Recoleta,Capital Federal,100.0,100.0,3200.0,4.0,1.0,0,0
apartment,Parque Patricios,Capital Federal,37.0,37.0,1870.0,1.0,1.0,0,0
apartment,Parque Patricios,Capital Federal,58.0,58.0,1650.0,3.0,1.0,0,0
apartment,Parque Patricios,Capital Federal,41.0,41.0,2000.0,2.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,78.0,78.0,2560.0,3.0,1.0,0,0
apartment,Colegiales,Capital Federal,58.0,58.0,2340.0,2.0,1.0,0,0
apartment,Boedo,Capital Federal,145.0,145.0,1550.0,4.0,1.0,0,0
apartment,Monserrat,Capital Federal,40.0,40.0,3380.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,37.0,37.0,2300.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,36.0,36.0,2360.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,37.0,37.0,2310.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,36.0,36.0,2380.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,36.0,36.0,2380.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,37.0,37.0,2310.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,28.0,28.0,2590.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,25.0,25.0,3440.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,25.0,25.0,3560.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,37.0,37.0,2320.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2440.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,37.0,37.0,2310.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2540.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2460.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2460.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2460.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,28.0,28.0,2620.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2460.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,36.0,36.0,2420.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,36.0,36.0,2420.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2490.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2490.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2490.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2490.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2490.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2490.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,28.0,28.0,2620.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,36.0,36.0,2420.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2490.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,37.0,37.0,2350.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2490.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2490.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2500.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2490.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,36.0,36.0,2420.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2490.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2490.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2490.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2490.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,28.0,28.0,2660.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,25.0,25.0,3000.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2500.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2500.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2500.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,35.0,35.0,2500.0,1.0,1.0,0,0
apartment,Constitución,Capital Federal,33.0,33.0,1520.0,1.0,1.0,0,0
apartment,Constitución,Capital Federal,48.0,48.0,1670.0,2.0,1.0,0,0
apartment,San Telmo,Capital Federal,48.0,48.0,1680.0,2.0,1.0,0,0
apartment,Centro / Microcentro,Capital Federal,35.0,35.0,2070.0,1.0,1.0,0,0
PH,Liniers,Capital Federal,99.0,54.0,2350.0,2.0,1.4748264060997869,0,0
apartment,Villa Crespo,Capital Federal,60.0,54.0,2680.0,2.0,1.1111111111111112,0,0
apartment,Caballito,Capital Federal,119.0,94.0,2390.0,4.0,1.2659574468085106,0,0
apartment,Almagro,Capital Federal,60.0,54.0,2680.0,2.0,1.1111111111111112,0,0
apartment,Balvanera,Capital Federal,37.0,37.0,2110.0,1.0,1.0,0,0
apartment,Caballito,Capital Federal,160.0,145.0,1860.0,5.0,1.103448275862069,0,0
apartment,Parque Avellaneda,Capital Federal,59.0,59.0,1530.0,4.0,1.0,0,0
PH,Parque Avellaneda,Capital Federal,59.0,59.0,1530.0,4.0,1.3781365760950615,0,0
PH,Flores,Capital Federal,59.0,59.0,1530.0,4.0,1.3333849383269178,0,0
apartment,Flores,Capital Federal,59.0,59.0,1530.0,4.0,1.0,0,0
apartment,Recoleta,Capital Federal,38.0,38.0,3780.0,1.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,90.0,86.0,5120.0,3.0,1.0465116279069768,0,0
apartment,Puerto Madero,Capital Federal,191.0,185.0,7410.0,4.0,1.0324324324324323,0,0
apartment,Recoleta,Capital Federal,89.0,81.0,2900.0,4.0,1.0987654320987654,0,0
apartment,Caballito,Capital Federal,85.0,85.0,1980.0,3.0,1.0,0,0
apartment,Almagro,Capital Federal,75.0,65.0,2660.0,3.0,1.1538461538461537,0,0
apartment,Tribunales,Capital Federal,35.0,32.0,2250.0,1.0,1.09375,0,0
apartment,Recoleta,Capital Federal,106.0,106.0,2810.0,4.0,1.0,0,0
apartment,Caballito,Capital Federal,37.0,37.0,3450.0,1.0,1.0,0,0
apartment,Caballito,Capital Federal,37.0,37.0,3450.0,1.0,1.0,0,0
apartment,Caballito,Capital Federal,36.0,36.0,3560.0,1.0,1.0,0,0
apartment,Caballito,Capital Federal,36.0,36.0,3560.0,1.0,1.0,0,0
apartment,Caballito,Capital Federal,25.0,25.0,3600.0,1.0,1.0,0,0
apartment,Caballito,Capital Federal,36.0,36.0,3430.0,1.0,1.0,0,0
apartment,Caballito,Capital Federal,36.0,36.0,3430.0,1.0,1.0,0,0
apartment,Caballito,Capital Federal,36.0,36.0,3460.0,1.0,1.0,0,0
apartment,Caballito,Capital Federal,36.0,36.0,3460.0,1.0,1.0,0,0
apartment,Caballito,Capital Federal,25.0,25.0,3480.0,1.0,1.0,0,0
apartment,Caballito,Capital Federal,43.0,43.0,3810.0,2.0,1.0,0,0
apartment,Caballito,Capital Federal,115.0,115.0,2340.0,5.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,186.0,186.0,7260.0,3.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,137.0,137.0,5840.0,3.0,1.0,0,0
apartment,San Cristobal,Capital Federal,115.0,115.0,1700.0,4.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,82.0,72.0,6390.0,2.0,1.1388888888888888,0,0
apartment,Once,Capital Federal,70.0,70.0,1430.0,3.0,1.0,0,0
apartment,Palermo,Capital Federal,188.0,143.0,3360.0,5.0,1.3146853146853146,0,0
apartment,Palermo Hollywood,Capital Federal,188.0,143.0,3360.0,5.0,1.3146853146853146,0,0
apartment,Colegiales,Capital Federal,188.0,143.0,3360.0,5.0,1.3146853146853146,0,0
apartment,Barracas,Capital Federal,146.0,146.0,920.0,5.0,1.0,0,0
PH,San Telmo,Capital Federal,170.0,170.0,1290.0,5.0,1.1980501574462852,0,0
apartment,Barracas,Capital Federal,40.0,40.0,2500.0,2.0,1.0,0,0
apartment,Barracas,Capital Federal,120.0,120.0,2420.0,4.0,1.0,0,0
house,Barracas,Capital Federal,350.0,300.0,830.0,3.0,1.2050385124244627,0,0
apartment,Barracas,Capital Federal,43.0,43.0,2910.0,2.0,1.0,0,0
apartment,Barracas,Capital Federal,69.0,69.0,3480.0,3.0,1.0,0,0
house,San Telmo,Capital Federal,286.0,173.0,1850.0,3.0,1.1293710852869199,0,0
apartment,Saavedra,Capital Federal,70.0,70.0,1990.0,3.0,1.0,0,0
apartment,Barracas,Capital Federal,87.0,83.0,2050.0,2.0,1.0481927710843373,0,0
apartment,Barracas,Capital Federal,93.0,77.0,2210.0,3.0,1.2077922077922079,0,0
apartment,Barracas,Capital Federal,112.0,91.0,2970.0,4.0,1.2307692307692308,0,0
house,Barracas,Capital Federal,170.0,170.0,2120.0,3.0,1.2050385124244627,0,0
apartment,Barracas,Capital Federal,80.0,46.0,2610.0,2.0,1.7391304347826086,0,0
apartment,Barracas,Capital Federal,80.0,36.0,3330.0,2.0,2.2222222222222223,0,0
apartment,Barracas,Capital Federal,111.0,81.0,1910.0,3.0,1.3703703703703705,0,0
apartment,Barracas,Capital Federal,85.0,45.0,2890.0,2.0,1.8888888888888888,0,0
apartment,Barracas,Capital Federal,91.0,45.0,2890.0,2.0,2.022222222222222,0,0
PH,Barracas,Capital Federal,169.0,118.0,1540.0,4.0,1.2779371444887702,0,0
apartment,Barracas,Capital Federal,160.0,160.0,1720.0,4.0,1.0,0,0
apartment,Barracas,Capital Federal,93.0,77.0,2210.0,3.0,1.2077922077922079,0,0
apartment,Barracas,Capital Federal,93.0,77.0,2340.0,3.0,1.2077922077922079,0,0
apartment,Barracas,Capital Federal,142.0,142.0,2390.0,4.0,1.0,0,0
PH,Barracas,Capital Federal,180.0,140.0,1430.0,6.0,1.2779371444887702,0,0
house,Barracas,Capital Federal,420.0,320.0,1720.0,6.0,1.2050385124244627,0,0
house,Barracas,Capital Federal,306.0,195.0,2620.0,5.0,1.2050385124244627,0,0
house,Constitución,Capital Federal,105.0,105.0,3330.0,2.0,1.1897807734204793,0,0
apartment,Barracas,Capital Federal,42.0,40.0,2750.0,2.0,1.05,0,0
apartment,Barracas,Capital Federal,70.0,70.0,1790.0,3.0,1.0,0,0
apartment,Barracas,Capital Federal,34.0,34.0,2060.0,1.0,1.0,0,0
apartment,Barracas,Capital Federal,66.0,56.0,1640.0,3.0,1.1785714285714286,0,0
apartment,Barracas,Capital Federal,35.0,31.0,2260.0,1.0,1.1290322580645162,0,0
apartment,Barracas,Capital Federal,72.0,67.0,2690.0,3.0,1.0746268656716418,0,0
apartment,Barracas,Capital Federal,113.0,113.0,2390.0,4.0,1.0,0,0
apartment,Barracas,Capital Federal,54.0,54.0,1760.0,2.0,1.0,0,0
apartment,Barracas,Capital Federal,55.0,55.0,1730.0,2.0,1.0,0,0
PH,Barracas,Capital Federal,310.0,135.0,1850.0,4.0,1.2779371444887702,0,0
PH,Barracas,Capital Federal,200.0,200.0,600.0,4.0,1.2779371444887702,0,0
apartment,Constitución,Capital Federal,42.0,42.0,2070.0,2.0,1.0,0,0
apartment,Barracas,Capital Federal,71.0,66.0,3940.0,3.0,1.0757575757575757,0,0
apartment,Barracas,Capital Federal,135.0,92.0,1960.0,3.0,1.4673913043478262,0,0
PH,Barracas,Capital Federal,122.0,81.0,1730.0,4.0,1.2779371444887702,0,0
apartment,San Nicolás,Capital Federal,78.0,78.0,1730.0,3.0,1.0,0,0
apartment,Balvanera,Capital Federal,78.0,78.0,1730.0,3.0,1.0,0,0
apartment,Monserrat,Capital Federal,78.0,78.0,1730.0,3.0,1.0,0,0
apartment,Villa Pueyrredón,Capital Federal,36.0,34.0,2470.0,1.0,1.0588235294117647,0,0
apartment,Villa Urquiza,Capital Federal,38.0,31.0,3370.0,1.0,1.2258064516129032,0,0
apartment,Villa Urquiza,Capital Federal,165.0,155.0,3290.0,4.0,1.064516129032258,0,0
apartment,Villa Urquiza,Capital Federal,74.0,67.0,3300.0,3.0,1.1044776119402986,0,0
PH,Villa Pueyrredón,Capital Federal,201.0,80.0,3640.0,4.0,1.4982921164908727,0,0
apartment,Tribunales,Capital Federal,35.0,35.0,2090.0,3.0,1.0,0,0
apartment,Once,Capital Federal,76.0,73.0,1270.0,3.0,1.0410958904109588,0,0
apartment,Almagro,Capital Federal,75.0,65.0,2700.0,3.0,1.1538461538461537,0,0
apartment,Villa Urquiza,Capital Federal,115.0,115.0,1220.0,2.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,121.0,121.0,2780.0,3.0,1.0,0,0
apartment,Caballito,Capital Federal,50.0,48.0,2330.0,2.0,1.0416666666666667,0,0
PH,Villa Crespo,Capital Federal,160.61080227686733,120.0,2830.0,4.0,1.3384233523072278,0,0
apartment,Almagro,Capital Federal,89.0,78.0,2400.0,4.0,1.141025641025641,0,0
